ID,PEAKID,URL,NAME,ALTERNATE_NAMES,LAT,LON,ELEVATION_M,ELEVATION_FT,STATUS,FIRST_ASCENT_ON,FIRST_ASCENT_BY,DESCRIPTION,PROVINCE,DISTRICT,MUNICIPALITY,RANGE,NEPALESE_FEES,FOREIGNER_FEES
MARW,MARW,https://nepalhimalpeakprofile.org/mariyang-west,Mariyang West,,29.689444444444444,82.87555555555555,6455.0,21178.0,Opened,,,Mariyang West lies in Palchunhamga sub-range of the Nepalese Himalayas and is located in the Dolpa district of Mid-Western Nepal.,Karnali Pradesh,Dolpa/NC,She Phoksundo/NC,Palchunghamga,Spring 4000 (NRs),Spring 250 (USD)
MATA,MATA,,Matathumba,"Matatumpa,Ghyuthumba East",,,,,,,,,,,,,,
MAYT,MAYT,https://nepalhimalpeakprofile.org/mayung-thang-khang,Mayung Thang Khang,,29.76972222222222,82.74666666666667,6449.0,19669.0,Opened,,,Mayung Thang Khang lies in Kanti sub range of the Nepalese Himalayas and is located in the Mugu district of Mid-Western Nepal.,Karnali Pradesh,Mugu/NC,Mugu Makarmarong/NC,Kanti,Spring 4000 (NRs),Spring 250 (USD)
MERA,MERA,https://nepalhimalpeakprofile.org/mera-peak,Mera Peak,,27.70861111111111,86.87055555555555,6470.0,21227.0,Opened,15/05/2023," ,Roberts,Sen Tenzing Sherpa","Mera Peak located in the Mahalangur range of the Neapalese Himalayas is classified as a trekking peak. It contains three main summits : Mera North, Mera Central and Mera South. It is often claimed as the highest trekking peak.",Province 1,Solukhumbu,Mahakulung,Khumbu,Spring 4000 (NRs),Spring 250 (USD)
MERR,MERR,https://nepalhimalpeakprofile.org/merra,Merra,,27.74083333333333,88.01972222222223,6335.0,20784.0,Opened,18/10/2023,Claus Ostergaard,,Province 1,Taplejung,Phaktanglung,Kanchenjunga,Spring 4000 (NRs),Spring 250 (USD)
MERS,MERS,https://nepalhimalpeakprofile.org/mera-south,Mera South,,27.70111111111111,86.89500000000001,6064.0,19895.0,Opened,,,,Province 1,Solukhumbu,Mahakulung,Mahalangur,Spring 4000 (NRs),Spring 250 (USD)
MING,MING,,Mingbo Ri,,,,,,,,,,,,,,,
MKSE,MKSE,https://nepalhimalpeakprofile.org/makalu-south-east,Makalu South East,,27.879247,87.098749,7803.0,25600.0,Proposed to open,,,,Province 1,Sankhuwasabha/NC,Makalu/NC,Mahalangur,Spring 8000 (NRs),Spring 600 (USD)
MNSE,MNSE,https://nepalhimalpeakprofile.org/mansail-east,Mansail East,,29.300839,83.837207612,6186.0,20295.0,Proposed to open,,,,Gandaki Pradesh,Manang/NC,Lomanthang/NC,Mustang Himal,Spring 4000 (NRs),Spring 250 (USD)
MNSL,MNSL,https://nepalhimalpeakprofile.org/mansail,Mansail,Manshail,29.301833,83.813229,6242.0,20456.0,Opened,,,Mansail peak which lies in Mustang sub-range of the Nepalese Himalayas is located in Mustang district of Western Nepal.,Gandaki Pradesh,Mustang/NC,Lomanthang/NC,Damodar,Spring 4000 (NRs),Spring 250 (USD)
MNSS,MNSS,https://nepalhimalpeakprofile.org/mansail-south,Mansail South,,29.294444444444448,83.81027777777777,6251.0,20499.0,Opened,,,Mansail South which lies in Mustang sub range of the Nepalese Himalayas is located in the Mustang district of Western Nepal.,Gandaki Pradesh,Mustang/NC,Lomanthang/NC,Damodar,Spring 4000 (NRs),Spring 250 (USD)
MOJK,MOJC,https://nepalhimalpeakprofile.org/mojka-peak,Mojka Peak,Mojca,27.770555555555557,88.05055555555555,6032.0,19764.0,Opened,10/10/1974,"Stane Belak,Danilo Cedilnik",,Province 1,Taplejung,Phaktanglung,Kanchenjunga,Spring 4000 (NRs),Spring 250 (USD)
MPNE,MPNE,,Manapathi NE,,28.650945,83.467265,,,Opened,,,,Gandaki Pradesh,Myagdi,Dhawalgiri/Raghuganga,Dhaulagiri,"Spring 4000, Autumn 2000, Winter/Summer 1000","Spring 250, Autumn 125, Winter/Summer 70"
MUKT,MUKT,https://nepalhimalpeakprofile.org/mukot-himal,Mukot Himal,"Mukut Himal,Langru",28.816944444444445,83.48222222222222,6087.0,19970.0,Opened,14/09/1967,"Alfons,Driessen,Michiel van Mourik Broekman",,Gandaki Pradesh,Dolpa/Mustang,Chharka Tongsong/Barhagau,Dhaulagiri,Spring 4000 (NRs),Spring 250 (USD)
MUS2,MUPK,https://nepalhimalpeakprofile.org/mustang-himal-ii,Mustang Himal II,Mustang Peak,29.2774,83.7968,6130.0,20112.0,Proposed to open,,,,Gandaki Pradesh,Mustang/NC,Lomanthang/NC,Mustang Himal,Sp 4000 (NRs),Sp 250 (USD)
MUSH,MUST,https://nepalhimalpeakprofile.org/mustang-himal,Mustang Himal,,29.28611111111111,83.81,6195.0,20272.0,Opened,,,Mustang is a beautiful destination for mountaineers and trekkers as it provides with splendid views of temples and numerous monasteries along with snowy mountains.,Gandaki Pradesh,Mustang/NC,Lomanthang/NC,Damodar,Sp 4000 (NRs),Sp 250 (USD)
MYAG,MYAG,,Myagdi Matha,Myagumath,28.661404,83.321287,,,,,,,Gandaki Pradesh,Myagdi,Dhawalagiri,Dhaulagiri,,
NAG1,NAG1,https://nepalhimalpeakprofile.org/nagpai-gosum-i,Nagpai Gosum I,Cho Aui,28.070555555555558,86.63777777777779,7312.0,24114.0,Opened,,,"Nagpai Gosum I is a peak located in between Pasang Lhamu Chuli(7351 m) in the west and Nagpai Gosum II(7307m)mountain in the east. Just six kilo-meters west of Mountain Cho-Oyu, there is a big mountain with three different summits. Among them one of the peaks is Nagpai Gosum I which is located just about 2.5 km west from Pasang Lhamu Chuli. The mountain lies in the western part of the Cho-Oyu massif and its eastern is slope gentler than the western slope. The mountain lies in between the border of Nepal and china.",Province 1,Solukhumbu/NC,Khumbu Pasang Lhamu/NC,Mahalangur,Sp 6000 (NRs),Sp 500 (USD)
NAG2,NAG2,https://nepalhimalpeakprofile.org/nagpai-gosum-ii,Nagpai Gosum II,,28.07472222222222,86.6525,7296.0,23937.0,Opened,,,"Nagpai Gosum II lies in the Cho-Oyu massif about three kilometers southwest of Mt Cho-Oyu. Nearby in the west at the distance of only2 km there is another peak named as Nagpai Gosum I. Pasang Lhamu Peak, Nagpai Gosum I and Nagpai Gosum II are three separate peaks of a single range elongated in east west direction. 
The peak lies in between the border of Nepal and China. The summit provides unexpected close view of Mt. Everest and other high peaks.",Province 1,Solukhumbu/NC,Khumbu Pasang Lhamu/NC,Mahalangur,Sp 6000 (NRs),Sp 500 (USD)
NALA,NALA,https://nepalhimalpeakprofile.org/nalakankar,Nalakankar,Nalakankar North,30.3575,81.40138888888889,6062.0,19888.0,Opened,,,,Karnali Pradesh,Humla/NC,Namkha/NC,Nalakankar,Sp 4000 (NRs),Sp 250 (USD)
NALS,NALS,,Nalakankar South,,30.352819,81.405957,,,,,,,,,,Nalakankar,,
NAM2,NAM2,https://nepalhimalpeakprofile.org/nampa-ii,Nampa II,,30.012777777777774,80.95972222222223,6700.0,21604.0,Opened,,,,Sudhurpashchim Pradesh,Darchula,Byas,Gurans,Sp 5000 (NRs),Sp 400 (USD)
NAM3,NAM3,https://nepalhimalpeakprofile.org/nampa-chuli,Nampa Chuli,Nampa III,29.980833333333333,81.01694444444445,7110.0,21690.0,Opened,,,,Sudhurpashchim Pradesh,Darchula/Bajhang,Byas/Api,Gurans,Sp 5000 (NRs),Sp 400 (USD)
NAMP,NAMP,https://nepalhimalpeakprofile.org/nampa,Nampa,"Chisel,Kayankor",30.004166666666663,80.99694444444445,6755.0,22077.0,Opened,05/05/1972,"Fukutoshi Kimura,Susumu Takahashi",,Sudhurpashchim Pradesh,Darchula,Byas,Gurans,Sp 5000 (NRs),Sp 400 (USD)
NAMS,NAMS,https://nepalhimalpeakprofile.org/nampa-south,Nampa South,,29.985833333333336,80.99666666666667,6580.0,20276.0,Opened,,,,Sudhurpashchim Pradesh,Darchula,Api Himal/Byas,Gurans,Sp 4000 (NRs),Sp 250 (USD)
NAN1,NANG,https://nepalhimalpeakprofile.org/nangamari-i,Nangamari I,,27.910555555555558,87.86861111111111,6537.0,21447.0,Opened,,,,Province 1,Taplejung/NC,Phaktanglung/NC,Kanchanjunga,Sp 5000 (NRs),Sp 400 (USD)
NAN2,NAN2,https://nepalhimalpeakprofile.org/nangamari-ii,Nangamari II,,27.891388888888887,87.86722222222221,6209.0,20371.0,Opened,,,,Province 1,Taplejung,Phaktanglung,Kanchanjunga,Sp 4000 (NRs),Sp 250 (USD)
NANW,NANW,https://nepalhimalpeakprofile.org/nangamari-north-west,Nangamari North West,,27.9282,87.8567,6345.0,20817.0,Proposed to open,,,,Province 1,Taplejung/NC,Phaktanglung/NC,Janak,Sp 4000 (NRs),Sp 250 (USD)
NAUL,NAUL,https://nepalhimalpeakprofile.org/naulekh,Naulekh,,27.68694444444445,86.90472222222223,6240.0,20800.0,Opened,08/06/2023,"Colin Todd,Bill Beaven",Naulekh peak which lies in Mahalangur range of the Nepalese Himalayas is located in the Solukhumbu district of Eastern Nepal.,Province 1,Solukhumbu,Mahakulung,Mahalangur,Sp 4000 (NRs),Sp 250 (USD)
NEMJ,NEMJ,https://nepalhimalpeakprofile.org/nemjung,Nemjung,,28.756944444444443,84.41805555555555,7339.0,23425.0,Opened,27/10/1983,"Makito Minami,Wataru Saito,Ken Takahashi,Kirki Lama","Nemjung is located about 25 km. northwest of the Manaslu. Prior to 1992, there was confusion distinguishing Himlung and Nemjung, and most mountaineering teams attempting what they believed to be Himlung were in fact trying Nemjung.",Gandaki Pradesh,Manang,Nashong/Nar,Peri,Rs (NRs),US (USD)
NGAP,NGAP,https://nepalhimalpeakprofile.org/nepal-gyap-peak,Nepal Gyap Peak,,27.7464,88.1808,7007.0,22989.0,Opened,,,,Province 1,Taplejung/NI,Phaktanglung/NI,Kanchenjunga,Spring 6000 (NRs),Spring 500 (USD)
NGOK,NGO2,https://nepalhimalpeakprofile.org/ngojumba-khang,Ngojumba Khang,"Ngojumba Kang II,Ngozumpa Kang II",28.10638888888889,86.70861111111111,7743.0,25403.0,Opened,24/04/1965,"Naomi Uemura,Pemba Tenzing Sherpa",Ngojumba Khang lies in Mahalangur range of the Nepalese Himalayas and is located in the Solukhumbu district of Eastern Nepal.,Province 1,Solukhumbu/NC,Khumbu Pasang Lhamu/NC,Khumbu,Spring 8000 (NRs),Spring 600 (USD)
NGOR,NGOR,,Nagoru,Nagoru Central,28.846886,84.301767,,,,,,,Gandaki Pradesh,Manang/NC,,Peri,,
NHES,NHES,https://nepalhimalpeakprofile.org/nheserku,Nheserku,Chhukpu,27.91888888888889,86.60305555555556,5927.0,19347.0,Opened,,,,Province 1,Solukhumbu,Khumbu Pasang Lhamu,Rolwaling,Spring 4000 (NRs),Spring 250 (USD)
NILC,NILC,https://nepalhimalpeakprofile.org/nilgiri-central,Nilgiri Central,,28.67833333333333,86.70861111111111,6940.0,22769.0,Opened,30/04/1979,"Kohichi Sakata,Yasuo Tsuda",Nilgiri Central is a part of Nilgiri sub range.,Gandaki Pradesh,Mustang/Myagdi,Thasang/Gharpajhong,Nilgiri,Rs (NRs), (USD)
NILE,NILE,,Nilgiri East,,28.68848,83.76374,,,Opened,,,,Gandaki Pradesh,Mustang/Myagdi,Gharpajhong/Annapurna,Nilgiri,"Rs. 6000 in summer, Rs. 3000 in autumn and Rs. 1500 in winter","$500.00 in summer, $250.00 in autumn and $125.00 in winter"
NILN,NILN,https://nepalhimalpeakprofile.org/nilgiri-north,Nilgiri North,,28.69,83.74638888888889,7061.0,23166.0,Opened,19/10/1962,"Lionel Terray, ,Van Lookern Campagne, ,Van Lookern Campagne, ,Van Lookern Campagne,Wangdi Sherpa",Nilgiri North is a part of Nilgiri sub range .,Gandaki Pradesh,Mustang/Myagdi,Gharpajhong/Annapurna,Nilgiri,Rs (NRs), (USD)
NILS,NILS,https://nepalhimalpeakprofile.org/nilgiri-south,Nilgiri South,,28.654722222222222,83.73222222222222,6839.0,22438.0,Opened,10/10/1978,"Kazuo Mitsui,Taichi Fujimatsu,Yoshiaki Kato,Nobuhito Morota,Seiji Tanaka,Hideki Yoshida",Nilgiri South is a part of Nilgiri sub range.,Gandaki Pradesh,Mustang/Myagdi,Thasang/Annapurna,Nilgiri,Rs (NRs), (USD)
NIMK,NIMK,https://nepalhimalpeakprofile.org/nimku,Nimku,,28.7795,83.0698,5864.0,19239.0,Proposed to open,,,,Lumbini,Dolpa/Rukum,Kaike/Putha,Dhaulagiri,,
NOBK,NOBK,https://nepalhimalpeakprofile.org/nobuk,Nobuk,,27.8997,87.7882,5938.0,19482.0,Proposed to open,,,,Province 1,Taplejung/NC,Phaktanglung/NC,Umbak,Spring 4000 (NRs),Spring 250 (USD)
NORB,NORB,https://nepalhimalpeakprofile.org/norbu-kang,Norbu Kang,,29.11916666666667,83.07472222222222,6005.0,19964.0,Opened,25/06/2023,"Tamotsu Ohnishi,Tazuko Inoue,Koji Mizutani,Takehiro Yanigahara,Chuldim Nuru Sherpa,Kancha Dawa Sherpa",Norbu Kang which lies in Gautam Himal sub range of the Nepalese Himalayas is located in the Dolpa District of Mid-Western Nepal.,Karnali Pradesh,Dolpa,Dolpo Buddha NP,Kanjirowa,Spring 4000 (NRs),Spring 250 (USD)
NPHU,NPHU,https://nepalhimalpeakprofile.org/nar-phu,Nar Phu,,28.716944444444444,84.12388888888889,5748.0,19426.0,Opened,,,,Gandaki Pradesh,Bara,Nar Phu,Damodar,Sp 4000 (NRs),Sp 250 (USD)
NPP2,NPP2,https://nepalhimalpeakprofile.org/nepal-peak-ii,Nepal Peak II,,27.7786,88.1894,7143.0,23435.0,Proposed to open,,,,Province 1,Taplejung/NI,Phaktanglung/NI,Kanchenjunga,Spring 6000 (NRs),Spring 500 (USD)
NPPK,NEPA,https://nepalhimalpeakprofile.org/nepal-peak,Nepal Peak,,27.77638888888889,88.18527777777778,7177.0,23547.0,Opened,24/05/1930,Erwin Schneider,,Province 1,Taplejung/NI,Phaktanglung/NI,Kanchenjunga,Spring 6000 (NRs),Spring 500 (USD)
NREK,NREK,https://nepalhimalpeakprofile.org/nirekha,Nirekha,,27.9775,86.7653,6159.0,20207.0,Opened,,,"Nirekha Peak, a great summit in the heart of Khumbu is located in the same chain as that of Lobuche summit, just East of Cho La Col. It is listed in the newly opened peaks of Nepal.",Province 1,Solukhumbu,Khumbu Pasang Lhamu,Mahalangur,Rs (NRs), (USD)
NUMB,NUMB,https://nepalhimalpeakprofile.org/numbur,Numbur,,27.7544,86.575,6957.0,22824.0,Opened,29/05/1963,"Hiroshi Matsuo,Mingma Tsering Sherpa",,Province 1,Ramechhap/Solukhumbu,Solu Dudh KundaNP/Khumbu,Rolwaling,Spring  5000 (NRs),Spring  400 (USD)
NUMR,NUMR,https://nepalhimalpeakprofile.org/numri,Numri,,27.89527777777778,86.97583333333334,6677.0,21768.0,Opened,07/11/2002,"Olaf Rieck,Carsten Schmidt,Lydia Schubert",Numri which lies in Mahalangur range of the Nepalese Himalayas is located in Solukhumbu and Sankhuwasabha district of Eastern Nepal.,Province 1,Solukhumbu/Sankhuwasabha,Makalu/Khumbu,Mahalangur,Spring 5000 (NRs),Spring  400 (USD)
NUPC,NUPC,https://nepalhimalpeakprofile.org/nupchu-peak,Nupchu Peak,,27.8114,87.9417,6044.0,19829.0,Proposed to open,19/05/1962,"Takayuki Tsubaki,Chotare Sherpa",,Province 1,Taplejung,Phaktanglung,Janak,Spring 4000 (NRs),Spring 250 (USD)
NUPE,NUPE,,Nuptse East I,,27.9673,86.886637,,,Opened,,,,Province 1,Solukhumbu,Khumbu Pasang Lhamu,Mahalangur,"Rs.2000 in Summer and Winter, Rs.4000 in Autumn and seasons and Rs.8000 in Spring.","$150.00 in Summer and Winter, $300.00 in Autumn and $600.00 in Spring"
NUPL,NUPL,https://nepalhimalpeakprofile.org/nupla-khang,Nupla Khang,,28.074166666666667,86.76694444444445,6861.0,22510.0,Opened,02/11/2018,"Garrett Madison,Ingvild Marie Settemsdel,Joshua Joseph Miller,Sidney Pattison,Kristin Ann Bennett,Ben Veres,Aang Phurba Sherpa,Pasdawa Sherpa,Kam Dorjee Sherpa,Tashi Sherpa,Lakpa Dendi and Pemba Tenzing  ",Nupla Khang located in the Mahalangur range lies along the border of Nepal and China. It is situated in between Cho Oyu in the east and Everest in the west.,Province 1,Solukhumbu/NC,Khumbu Pasang Lhamu/NC,Mahalangur,Rs (NRs), (USD)
NUPT,NUPT,https://nepalhimalpeakprofile.org/nup-tse,Nup Tse,,27.966944444444444,86.88944444444445,7855.0,25800.0,Opened,16/05/1961,"Dennis Davis,Tashi Sherpa",Nup Tse looks like a massive guarding Mt. Everest from Tang boche. It shares a beautiful and amazing view of Mt. Everest. The peak lies two kilometers west of Mt. Everest.,Province 1,Solukhumbu,Khumbu Pasang Lhamu,Mahalangur,Rs (NRs), (USD)
NUPW,NUPW,,Nuptse West II,Nuptse Nup II,27.968322,86.883048,,,,,,Nuptse Nup II Peak (7 770m/25 492ft a.s.l.) is a mountain in the Himalayas in Nepal. The prominence is 0m/0ft.By elevation Nuptse Nup II Peak is# 25 out of 866 in Nepal# 15 out of 83 in Sagarmatha National Park# 18 out of 212 in Eastern Development Region# 15 out of 99 in Solukhumbu# 34 out of 3458 in the HimalayasBy prominence Nuptse Nup II Peak is# 78 out of 83 in Sagarmatha National Park# 93 out of 99 in Solukhumbu,Province 1,Solukhumbu/NC,,,,
NYAL,NYAL,https://nepalhimalpeakprofile.org/nyalu,Nyalu,,30.1536,81.8763,6265.0,20554.0,Proposed to open,,,,Karnali Pradesh,Humla,Namkha,Chandi,Spring 4000 (NRs),Spring 250 (USD)
OHMI,OHMI,https://nepalhimalpeakprofile.org/ohmi-khang,Ohmi Khang,,27.897222222222226,87.96666666666667,6829.0,22405.0,Opened,14/04/1985,"Andre Rieder,Alain Vaucher",,Province 1,Taplejung/NC,Phaktanglung/NC,Janak,Spring 5000 (NRs),Spring 400 (USD)
OMBG,OMBG,https://nepalhimalpeakprofile.org/ombigaichan,Ombigaichan,"Ombigaichen,Puma Dablam",27.852500000000003,86.88583333333334,6340.0,20800.0,Opened,17/11/1960,"Jim Milledge,Ang Tshering Sherpa","Ombigaichan is located in the eastern Nepal in Mahalangur range of Solukhumbu region. This peak was first issued for climbing permit in 2002 however it was rarely climbed. The recognized route is Lukla-Namche Bazaar, Ama Dablam Base Camp, Ombigaichen Base Camp.",Province 1,Solukhumbu,Khumbu Pasang Lhamu/Mahakulung,Mahalangur,Rs (NRs), (USD)
OMBK,OMBK,,Ombak Himal,,,,,,,,,,,,,,,
OMIT,OMIT,https://nepalhimalpeakprofile.org/omi-tso-go,Omi Tso Go,,27.915277777777774,86.45805555555556,6332.0,20741.0,Opened,,,,Bagmati Pradesh,Dolakha/NC,Gaurishankar/NC,Rolwaling,Spring 4000 (NRs),Spring 250 (USD)
OMRC,OMRC,,Omoga Ri Chang,,,,,,,,,,,,,,,
PAES,SPHN,https://nepalhimalpeakprofile.org/pathibhara-east,Pathibhara East,Pathibhara Purba,27.825,88.19027777777778,6825.0,22392.0,Opened,15/06/2023,"JK Cooke,Frederick S Chapman,John B Harrison",,Province 1,Taplejung/NI,Phaktanglung/NI,Kanchenjunga,Spring 5000 (NRs),Spring 400 (USD)
PAL1,PAL1,https://nepalhimalpeakprofile.org/palchung-i,Palchung I,,29.6736,82.9409,6159.0,20207.0,Proposed to open,,,,Karnali Pradesh,Dolpa,She Phoksundo/NC,Palchunghamga,Spring 4000 (NRs),Spring 250 (USD)
PAL2,PAL2,https://nepalhimalpeakprofile.org/palchung-ii,Palchung II,,29.6623,82.9672,6025.0,19767.0,Proposed to open,,,,Karnali Pradesh,Dolpa/NC,She Phoksundo/NC,Palchunghamga,Spring 4000 (NRs),Spring 250 (USD)
PAL3,PAL3,https://nepalhimalpeakprofile.org/palchung-iii,Palchung III,,29.6633,82.9938,6009.0,19715.0,Proposed to open,,,,Karnali Pradesh,Dolpa/NC,She Phoksundo/NC,Palchunghamga,Spring 4000 (NRs),Spring 250 (USD)
PALD,PALD,https://nepalhimalpeakprofile.org/paldor-peak,Paldor Peak,Bharange,28.27777777777778,85.18416666666667,5903.0,19367.0,Opened,15/01/2023," ,Tilman,Peter Lloyd,Tenzing Sherpa,Da Namgyal Sherpa","Paldor Peak lies south east of Ganesh Himal, in the junction of Tiru and Karpu Ridges. It is one of the least climbed peaks in Nepal.",Bagmati Pradesh,Dhading/Rasuwa,Ruby Valley/Parbati,Ganesh,Rs (NRs), (USD)
PAMA,PAMA,https://nepalhimalpeakprofile.org/pama-himal,Pama Himal,,28.580277777777777,84.95111111111112,6300.0,20669.0,Opened,,,Pama Himal which lies in Shringi sub range of the Nepalese Himalayas is located in the Gorkha district of Western Nepal.,Gandaki Pradesh,Gorkha/NC,Chum Nubri/NC,Peri,Spring 4000 (NRs),Spring 250 (USD)
