ID,URL,NAME,ALTERNATE_NAMES,LAT,LON,ELEVATION_M,ELEVATION_FT,STATUS,FIRST_ASCENT_ON,FIRST_ASCENT_BY,DESCRIPTION,PROVINCE,DISTRICT,MUNICIPALITY,RANGE,NEPALESE_FEES,FOREIGNER_FEES
AMOT,https://nepalhimalpeakprofile.org/amotsang-himal,Amotsang,Amatson,28.834722222222222,84.1725,6392.0,20974.0,Opened,,,,Gandaki Pradesh,Manang,Nar Phu,Damodar,Spring 4000 (NRs),Spring 250 (USD)
JYAC,https://nepalhimalpeakprofile.org/jyachhung,Jyachhung,,30.10638888888889,81.08583333333333,6388.0,20958.0,Opened,,,,Karnali Pradesh,Darchula/NC,Byas/NC,Byas,Spring 4000 (NRs),Spring  250 (USD)
SALW,https://nepalhimalpeakprofile.org/saldim-west,Saldim West,,27.824166666666667,87.15916666666668,6388.0,20915.0,Opened,,,Saldim West which is part of the Mahalangur range of the Nepalese Himalayas is located in the Sankhuwasabha district of Eastern Nepal.,Province 1,Sankhuwasabha/NC,Makalu/NC,Mahalangur,Spring 4000 (NRs),Spring 250 (USD)
KASI,https://nepalhimalpeakprofile.org/kasi-dalpha,Kasi Dalpha,,29.283037,82.552581,6386.0,20951.0,Opened,,,"Kasi Dalpha is located in the Mid-Western Development Region of Nepal. It is approximately 117 km away from the Mid-Western Capital, Birendranagar and 323 km away from the country capita Kathmandu.",Karnali Pradesh,Jumla/Dolpa,Jagdulla/Patarasi,Kanjiroba,Rs (NRs), (USD)
TASH,https://nepalhimalpeakprofile.org/tashi-khang,Tashi Khang,,28.853055555555557,83.63138888888888,6386.0,20951.0,Opened,14/08/2023,"Yasue Mogi,Gyalzen Sherpa",,Gandaki Pradesh,Mustang,Gharpajhong/Barhagau,Dhaulagiri,Spring 4000 (NRs),Spring 250 (USD)
MANP,https://nepalhimalpeakprofile.org/manapathi,Manapathi,,28.645555555555553,83.4588888888889,6380.0,20932.0,Opened,20/04/2023,"Reinhold Messner,Leo Dickinson,Eric Jones,Otto Wiedemann",,Gandaki Pradesh,Myagdi,Dhawalgiri/Raghuganga,Dhaulagiri,Spring 4000 (NRs),Spring 250 (USD)
GANC,https://nepalhimalpeakprofile.org/ganchenpo,Ganchenpo,"Fluted Peak,Gangchenpo,Ganchempo",28.16888888888889,85.68111111111112,6378.0,20925.0,Opened,01/01/1970,"Terry Bech,Cheri Bech",Ganchenpo is in Jugal Mountain Range of Nepal Himalaya. It is located in Bagmati Province and is in Rasuwa District. Ganchenpo is 3.7km west of Urkenmang and 14.4km east of Ghanjala Chuli. Ganchenpo is 6.6km south west of Langshisha Ri of elevation of 6412 meters.,Bagmati Pradesh,Rasuwa,Gosai Kunda,Jugal,NRs 5000 in spring (NRs),USD 400 in spring (USD)
SALD,https://nepalhimalpeakprofile.org/saldim,Saldim,Peak 5,27.82138888888889,87.17305555555556,6374.0,20935.0,Opened,,,,Province 1,Sankhuwasabha/NC,Makalu/Bhot,Mahalangur,Rs (NRs), (USD)
TILK,https://nepalhimalpeakprofile.org/til-khang,Til Kang,,30.27,81.41444444444446,6369.0,20896.0,Opened,,,Til Khag which lies in the Nalakankar sub range of the Nepalese Himalayas is located in the Humla district of Mid-Western Nepal.,Karnali Pradesh,Humla/NC,Namkha/NC,Nalakankar,Spring 4000 (NRs),Spring 250 (USD)
CHH1,https://nepalhimalpeakprofile.org/chhuama-peak-i,Chhuama Peak I,,29.3106,83.8634,6366.0,20886.0,Proposed to open,,,,Gandaki Pradesh,Mustang/NC,Lomanthang/NC,Mustang Himal,Spring 4000 (NRs),Spring 250 (USD)
BHRS,https://nepalhimalpeakprofile.org/bhrikuti-shail,Bhrikuti Shail,,28.89388888888889,84.22833333333334,6364.0,20879.0,Opened,16/05/2023,"Paulo Grobel,Denis Flaven,Bikram Singh",,Gandaki Pradesh,Mustang/Manang,Dalome/NarPhu,Damodar,Spring 4000 (NRs),Spring 250 (USD)
GYLA,https://nepalhimalpeakprofile.org/gyala,Gyala,,28.751944444444444,84.55888888888889,6363.0,19596.0,Opened,,,Gyala is part of Manaslu sub range of the Nepalese Himalayas which is located in the Gorkha District of Western Nepal.,Gandaki Pradesh,Gorkha/NC,Chum Nubri/NC,Gyala,Spring 4000 (NRs),Spring 250 (USD)
KUSU,https://nepalhimalpeakprofile.org/kusum-kanguru,Kusum Kanguru,Kusum Kang,27.730555555555554,86.7911111111111,6360.0,20899.0,Opened,06/10/1981,Bill Denz,Kusum Kanguru is one of the peaks belonging to Mahalangur sub range of the Nepalese Himalayas. The name “Kusum Kanguru” mean “Three Snow White Gods” according to Sherpa Language which is refered to the triple summit of the mountain.,Province 1,Solukhumbu,Khumbu Pasang Lhamu,Khumbu,Sp 4000 (NRs),Sp 250 (USD)
KAKU,https://nepalhimalpeakprofile.org/kang-kuru,Kang Kuru,,28.90138888888889,84.18611111111112,6355.0,20850.0,Opened,16/04/2023,"Peter Athans,Theodore Hessler",,Gandaki Pradesh,Mustang/Manang,Nar Phu/Dalome,Damodar,Sp 4000 (NRs),Sp 250 (USD)
DANG,https://nepalhimalpeakprofile.org/danga,Danga,,27.816944444444445,87.9786111111111,6355.0,20407.0,Opened,20/10/2023,"Allan Christensen,Bo Belvedere Christensen,Jan Mathorne",Danga peak is in Janak Mountain Range of Nepal Mountain Range. Danga peak is in Phaktanglung gaupalika of Taplejung district. Danga peak is an open peak with elevation of 6220 meters. Danga peak is 6.4km east of Sharphu IV  peak. Pandra peak is 5.5km north of Danga peak and 10.9km west of Tengkoma peak.,Province 1,Taplejung,Phaktanglung,Kanchanjunga,Sp 4000 (NRs),Sp 250 (USD)
POKR,https://nepalhimalpeakprofile.org/pokhar-khang,Pokhar Khang,Pokharkan,28.81277777777778,84.22888888888889,6348.0,20905.0,Opened,17/11/2023,"Richard Scott,Dave,Jones,Kaji Sherpa",,Gandaki Pradesh,Manang,Nar Phu,Damodar,Spring 4000 (NRs),Spring 250 (USD)
SARI,https://nepalhimalpeakprofile.org/saribung,Saribung,Selibung,28.884444444444444,84.1738888888889,6346.0,20761.0,Opened,15/10/2023,"Jim Frush,Steve Furman",,Gandaki Pradesh,Mustang/Manang,Nar Phu/Dalome,Damodar,Spring 4000 (NRs),Spring 250 (USD)
NANW,https://nepalhimalpeakprofile.org/nangamari-north-west,Nangamari North West,,27.9282,87.8567,6345.0,20817.0,Proposed to open,,,,Province 1,Taplejung/NC,Phaktanglung/NC,Janak,Sp 4000 (NRs),Sp 250 (USD)
PAMK,https://nepalhimalpeakprofile.org/pamalka,Pamalka,Pimu,27.8956,86.5546,6344.0,20814.0,Proposed to open,15/04/2023,"Peter Boultbee,Dennis Davis",,Province 1,Dolakha/Solukhumbu,Gaurishankar/Khumbu,Rolwaling,Spring 4000 (NRs),Spring 250 (USD)
TAPL,https://nepalhimalpeakprofile.org/taple-shikhar,Taple Shikhar,Cross Peak,27.761111111111113,88.14777777777779,6341.0,21151.0,Opened,07/10/1998,"Misako Miyazawa,Gumba Sherpa,Kancha Sunwar Sherpa,Pemba Lama Sherpa",,Province 1,Taplejung,Phaktanglung,Kanchenjunga,Spring 4000 (NRs),Spring 250 (USD)
OMBG,https://nepalhimalpeakprofile.org/ombigaichan,Ombigaichan,"Ombigaichen,Puma Dablam",27.852500000000003,86.88583333333334,6340.0,20800.0,Opened,17/11/1960,"Jim Milledge,Ang Tshering Sherpa","Ombigaichan is located in the eastern Nepal in Mahalangur range of Solukhumbu region. This peak was first issued for climbing permit in 2002 however it was rarely climbed. The recognized route is Lukla-Namche Bazaar, Ama Dablam Base Camp, Ombigaichen Base Camp.",Province 1,Solukhumbu,Khumbu Pasang Lhamu/Mahakulung,Mahalangur,Rs (NRs), (USD)
SAMD,https://nepalhimalpeakprofile.org/samdo-peak,Samdo Peak,,28.63611111111111,84.69722222222222,6335.0,20784.0,Opened,20/10/2023,"Yasuke Kuramoto,Yoshitaka Kameoka,Kohei Kotani,Seiya Nakasukasa,Daisuke Nakatsuka,Hiroki Yamamoto",Samdo Peak which lies in the Kutang sub range of the Nepalese Himalayas is located in the Gorkha district of Western Nepal.,Gandaki Pradesh,Gorkha/NC,Chum Nubri/NC,Mansiri,Spring 4000 (NRs),Spring 250 (USD)
MERR,https://nepalhimalpeakprofile.org/merra,Merra,,27.740833333333335,88.01972222222223,6335.0,20784.0,Opened,18/10/2023,Claus Ostergaard,,Province 1,Taplejung,Phaktanglung,Kanchenjunga,Spring 4000 (NRs),Spring 250 (USD)
DOLM,https://nepalhimalpeakprofile.org/dolma-khang,Dolma Khang,,27.93722222222222,86.35027777777778,6332.0,20738.0,Opened,,,,Bagmati Pradesh,Dolakha/NC,Gaurishankar/NC,Rolwaling,Spring 4000 (NRs),Spring 250 (USD)
OMIT,https://nepalhimalpeakprofile.org/omi-tso-go,Omi Tso Go,,27.915277777777778,86.45805555555556,6332.0,20741.0,Opened,,,,Bagmati Pradesh,Dolakha/NC,Gaurishankar/NC,Rolwaling,Spring 4000 (NRs),Spring 250 (USD)
KYAB,https://nepalhimalpeakprofile.org/kyabura,Kyabura,Ghabur,27.89638888888889,88.02416666666666,6332.0,21230.0,Opened,,,"Kyabura peak is located in Janak mountain range of Nepal Himalaya. Kyabura peak is on the boundary of Province I and China. Kyabura peak is on the boundary of Taplejung district of Nepal and China, it lies on the boundary of Phaktanglung gaupalika and China. Kyabura peak is 4.2 km east of Chabuk peak with elevation 6754 and 3.6km west of Loshar I on the boundary ridge of Nepal China. Kyabura peak is 4.1km northwest of Tsisima peak.",Province 1,Taplejung/NC,Phaktanglung/NC,Kanchenjunga,Sp 4000 (NRs),Sp 250 (USD)
KAIM,https://nepalhimalpeakprofile.org/kaipuchonam-main,Kaipuchonam Main,Kaipuchonam,29.726133,82.780125,6329.0,20764.0,Opened,,,Kaipuchonam which lies in the Kanti sub range of the Nepalese Himalayas is located in the Mugu District of Mid-Western Nepal.,Karnali Pradesh,Mugu/NC,Mugu Makarmarong/NC,Palchung,Sp 4000 (NRs),Sp 250 (USD)
CHDE,https://nepalhimalpeakprofile.org/changdi-east,Changdi East,,29.7216,82.8186,6328.0,20761.0,Proposed to open,,,,Karnali Pradesh,Mugu/NC,Mugu Makarmarong/NC,Kanti,Spring 4000 (NRs),Spring 250 (USD)
SPH5,https://nepalhimalpeakprofile.org/sharphu-v,Sharphu V,,27.74527777777778,87.92,6328.0,20203.0,Opened,,,,Province 1,Taplejung,Phaktanglung,Kanchenjunga,Spring 4000 (NRs),Spring 250 (USD)
LDNG,https://nepalhimalpeakprofile.org/langdung,Langdung,,27.947777777777777,86.48416666666667,6326.0,20755.0,Opened,,,Langdung is in the Rolwaling Himal mountain range of Nepal Himalayas. Langdung is an open mountain peak for expedition. Langdung is on the boundary of Solukhumbu and China. Langdung is on the boundary of Province I and China. Langdung is on the boundary of Khumbu Pasang Lhamu gaupalika and China. Langdung is 4.1km northeast of Omi Tso Go. Khang Karpo is 3.5km east of Langdung.,Bagmati Pradesh,Dolakha/NC,Gaurishankar/NC,Rolwaling,Spring 4000 (NRs),Spring 250 (USD)
CHH2,https://nepalhimalpeakprofile.org/chhuama-peak-ii,Chhuama Peak II,,29.3121,83.8725,6325.0,20751.0,Proposed to open,,,,Gandaki Pradesh,Mustang/NC,Lomanthang/NC,Mustang Himal,Spring 4000 (NRs),Spring 250 (USD)
DZA2,https://nepalhimalpeakprofile.org/dzanye-ii,Dzanye II,,27.90222222222222,88.0411111111111,6322.0,20741.0,Opened,,,"Dzaneye II peak is located in Janak mountain range of Nepal Himalaya. Dzaneye II peak is on the boundary of Province I and China. Dzaneye II peak is on the boundary of Taplejung district of Nepal and China, it lies on the boundary of Phaktanglung gaupalika and China. Dzaneye II peak is 1.9km north east of Kyabura on the boundary ridge of Nepal and China. Dzaneye II peak is 4.3km north of Tsisima and 1.8km west of Loshar I.",Province 1,Taplejung/NC,Phaktanglung/NC,Kanchenjunga,NRs 4000 in spring season (NRs),USD 250 in spring season (USD)
DGRS,https://nepalhimalpeakprofile.org/dogari-south,Dogari South,,28.7539,83.1045,6315.0,20718.0,Proposed to open,,,,Karnali Pradesh,Dolpa/Rukum,Kaike/Putha,Dhaulagiri,,
TNK1,https://nepalhimalpeakprofile.org/tankya-i,Tankya I,,29.70611111111111,82.91694444444445,6305.0,20686.0,Opened,,,Tankya I which lies in Palchunhamga sub range of the Nepalese Himalayas is located in the Dolpa district of Mid-Western Nepal.,Karnali Pradesh,Dolpa/NC,She Phoksundo/NC,Palchung,Spring 4000 (NRs),Spring 250 (USD)
PAMA,https://nepalhimalpeakprofile.org/pama-himal,Pama Himal,,28.580277777777777,84.95111111111112,6300.0,20669.0,Opened,,,Pama Himal which lies in Shringi sub range of the Nepalese Himalayas is located in the Gorkha district of Western Nepal.,Gandaki Pradesh,Gorkha/NC,Chum Nubri/NC,Peri,Spring 4000 (NRs),Spring 250 (USD)
PERH,https://nepalhimalpeakprofile.org/peri-himal,Peri Himal,,28.747222222222224,84.48166666666667,6296.0,20656.0,Opened,,,Peri is the sub range of the Nepalese Himalayas which is located in the Manang district of Western Nepal.,Gandaki Pradesh,Manang/NC,Nashong/NC,Peri,Spring 4000 (NRs),Spring 250 (USD)
KTOK,https://nepalhimalpeakprofile.org/khang-tokal,Khang Tokal,,28.799722222222226,83.16861111111112,6294.0,20649.0,Opened,05/06/1962,"Zenkichi Hirayama,Ang Temba Sherpa",,Karnali Pradesh,Dolpa,Kaike/Chharka,Kanjiroba,Sp 4000 (NRs),Sp 250 (USD)
TNK2,https://nepalhimalpeakprofile.org/tankya-ii,Tankya II,,29.7006,82.929,6291.0,20640.0,Proposed to open,,,,Karnali Pradesh,Dolpa/NC,She Phoksundo/NC,Palchunghamga,Spring 4000 (NRs),Spring 250 (USD)
CHFW,https://nepalhimalpeakprofile.org/chaw-far-west,Chaw Far West,,27.9109,87.9018,6290.0,20636.0,Proposed to open,,,Chaw Far West peak is in Janak Mountain Range. Chaw Far West peak is on the boundary of Province I and China. Chaw Far West peak is on the boundary of Taplejung district and China. Chaw Far West peak is 1.2 km east of Pabuk Khang. Chaw Far West peak is 3.2 km north of Suyaokhang and 4.7 km west of Chaw peak.,Province 1,Taplejung/NC,Phaktanglung/NC,Janak,Spring 4000 (NRs),Spring 250 (USD)
PARC,https://nepalhimalpeakprofile.org/pharchamo,Pharchamo,"Parchermo,Parchemuche",27.836666666666666,86.54944444444445,6279.0,20600.0,Opened,15/04/2023,"Peter Boultbee,Denis Davis","First climbed in 1955, Pharchamo Peak (6,187 m) is an attractive snow peak
lying to the south of the formidable glaciated Tashi Lapcha pass (5,760 m)
which connects the Rolwaling Valley with Thame and the Khumbu Valleys.
It has a north-by-northwest ridge, which rises from the crevassed glacier
astride the Tashi Lapcha. The face of the ridge forms a uniform slope broken
by crevasse and seracs. The lower reaches pose little difficulty, although
towards the summit, depending on seasonal conditions, open crevasses and
ice-steps may present some challenges.
Pharchamo is often climbed in conjunction with Ramdung in the Rolwaling
Valley. Many groups choose to continue the crossing of the Tashi Lapcha and
decend into the Khumbu to finish their journey at Lukla.",Province 1,Dolakha/Solukhumbu,Khumbu Pasang Lhamu/Gaurishankar,Rolwaling,Spring 4000 (NRs),Spring 250 (USD)
TAKL,https://nepalhimalpeakprofile.org/takla-khang,Takla Khang,,29.761111111111113,82.69527777777778,6276.0,20590.0,Opened,,,Takla Khang which lies in Kanti sub range of the Nepalese Himalayas is located in the Mugu district of Mid-Western Nepal,Karnali Pradesh,Mugu/NC,Mugu Makarmarong/NC,Kanti,Spring 4000 (NRs),Spring 250 (USD)
KOGN,https://nepalhimalpeakprofile.org/kogi-khang-north,Kogi Khang North,,29.814444444444444,82.73916666666666,6275.0,20587.0,Opened,,,Kogi Khang North lies in Kanti sub range of the Nepalese Himalayas and is located in Mugu district of Mid-Western Nepal.,Karnali Pradesh,Mugu/NC,Mugu Makarmarong/NC,Kanti,Sp 4000 (NRs),Sp 250 (USD)
KNTC,https://nepalhimalpeakprofile.org/kanti-central,Kanti Central,,29.8409807213,82.667913733,6275.0,20587.0,Proposed to open,,,,Karnali Pradesh,Mugu/NC,Mugu Makarmarong/NC,Kanti,Sp 4000 (NRs),Sp 250 (USD)
TSIS,https://nepalhimalpeakprofile.org/tsisima,MDM Peak(Tsisima),"MDM Peak,Chijima",27.863055555555558,88.04055555555556,6270.0,20328.0,Opened,02/06/1963,"Motohiko Kogo,Kunga Norbu",,Province 1,Taplejung,Phaktanglung,Kanchenjunga,Spring 4000 (NRs),Spring 250 (USD)
NYAL,https://nepalhimalpeakprofile.org/nyalu,Nyalu,,30.1536,81.8763,6265.0,20554.0,Proposed to open,,,,Karnali Pradesh,Humla,Namkha,Chandi,Spring 4000 (NRs),Spring 250 (USD)
ASJM,https://nepalhimalpeakprofile.org/asajya-tuppa,Asajya Tuppa,,30.0625,82.27972222222222,6265.0,20554.0,Opened,,,,Karnali Pradesh,Humla/NC,Chankheli/NC,Gorakh,Spring 4000 (NRs),Spring 250 (USD)
PKAR,https://nepalhimalpeakprofile.org/pankar-himal,Pankar Himal,,28.616388888888892,84.7425,6264.0,20551.0,Opened,,,Pankar is part of Kutang sub range of the Nepalese Himalayas and is located in the Gorkha district of Western Nepal.,Gandaki Pradesh,Gorkha/NC,Chum Nubri/NC,Shringi,Spring 4000 (NRs),Spring 250 (USD)
KOJS,https://nepalhimalpeakprofile.org/kojichwa-south,Kojichwa South,,29.84861111111111,82.63111111111111,6264.0,20551.0,Opened,,,Kojichwa South which lies in Kanti sub range of the Nepalese Himalayas is located in the Mugu district of Mid-Western Nepal.,Karnali Pradesh,Mugu/NC,Mugu Makarmarong/NC,Kanti,Sp 4000 (NRs),Sp 250 (USD)
CHH3,https://nepalhimalpeakprofile.org/chhuama-peak-iii,Chhuama Peak III,,29.2973,83.8498,6262.0,20544.0,Proposed to open,,,,Gandaki Pradesh,Mustang/NC,Lomanthang/NC,Mustang Himal,Spring 4000 (NRs),Spring 250 (USD)
TNK3,https://nepalhimalpeakprofile.org/tankya-iii,Tankya III,,29.6914,82.9505,6261.0,20541.0,Proposed to open,,,,Karnali Pradesh,Dolpa/NC,She Phoksundo/NC,Palchunghamga,Spring 4000 (NRs),Spring 250 (USD)
CPHH,https://nepalhimalpeakprofile.org/chhochenphu-himal,Chhochenphu Himal,,27.831944444444446,87.76444444444445,6260.0,20538.0,Opened,,,"Chhochcenphu Himal, part of Umbak sub-range of the Nepalese Himalayas is located in the Taplejung District of Eastern Development Region.",Province 1,Taplejung,Phaktanglung,Kanchanjunga,Spring 4000 (NRs),Spring 250 (USD)
CHUG,https://nepalhimalpeakprofile.org/chukyima-go,Chukyima Go,Chugimago,27.83222222222222,86.4525,6258.0,20531.0,Opened,15/10/2023,"Tom Mackinnon,George Roger,Douglas Scott,Tom Weir,Ang Dawa Sherpa,Dawa Tenzing Sherpa,Mingma Sherpa",Chukyima Go is in the Nepal Himalayas in the mountain range of Rolwaling Himal. Chukyima Go is an open mountain peak for expedition. Chukyima Go is on the boundary of Ramechhap and Dolakha district in Bagmati Province. Chukyima Go is on the boundary of Garishankar and Uma Kunda gaupalika. Chukyima Go is 3.7km south west of Tso Rolpa Glacier. Chukyima Go is 2.3km northeast of Ramdong Go and 7.8km northwest of Likhu Chuli II. Nagaun is 5.4km northwest of Chukyima Go.,Bagmati Pradesh,Dolakha/Ramechhap,Gaurishankar/Uma,Rolwaling,Sp 4000 (NRs),Sp 250 (USD)
SENP,https://nepalhimalpeakprofile.org/senup,Senup,,27.8656,87.7811,6257.0,20528.0,Proposed to open,,,,Province 1,Taplejung/NC,Phaktanglung/NC,Umbak,Spring 4000 (NRs),Spring 250 (USD)
GNG1,https://nepalhimalpeakprofile.org/ganglung-gangri-i,Ganglung Gangri I,,30.3427,82.0132,6256.0,20525.0,Proposed to open,,,,Karnali Pradesh,Humla/NC,Simikot/NC,Chandi,,
GORK,https://nepalhimalpeakprofile.org/gorakh-khang,Gorakh Khang,,30.04416666666667,82.33749999999999,6254.0,20518.0,Opened,,,,Karnali Pradesh,Humla/NC,Chankheli/NC,Gorakh Himal,Sp 4000 (NRs),Sp 250 (USD)
TNK4,https://nepalhimalpeakprofile.org/tankya-iv,Tankya IV,,29.7052,82.9376,6254.0,20518.0,Proposed to open,,,,Karnali Pradesh,Dolpa/NC,She Phoksundo/NC,Palchunghamga,Spring 4000 (NRs),Spring 250 (USD)
PBUK,https://nepalhimalpeakprofile.org/pabuk-khang,Pabuk Khang,Khangata,27.91,87.8906,6253.0,20515.0,Opened,05/11/2023,"Timothy,Snape,David Barton",,Province 1,Taplejung/NC,Phaktanglung/NC,Janak,Spring 4000 (NRs),Spring 250 (USD)
SIMN,https://nepalhimalpeakprofile.org/simnang-himal,Simnang Himal,"P2,Simnang Himal East",28.51638888888889,84.59722222222221,6251.0,20508.0,Opened,16/05/2023,"Mistislav Gorbenko,Vadim Leontiev,Sergei Pugachov,Mykhaylo Zagirnyak",It is also known as P2. It is part of Manaslu sub range and is located in the Gorkha district of Western Nepal.,Gandaki Pradesh,Gorkha,Chum Nubri,Manaslu,Spring 4000 (NRs),Spring 250 (USD)
MNSS,https://nepalhimalpeakprofile.org/mansail-south,Mansail South,,29.294444444444448,83.81027777777777,6251.0,20499.0,Opened,,,Mansail South which lies in Mustang sub range of the Nepalese Himalayas is located in the Mustang district of Western Nepal.,Gandaki Pradesh,Mustang/NC,Lomanthang/NC,Damodar,Spring 4000 (NRs),Spring 250 (USD)
DINN,https://nepalhimalpeakprofile.org/dingjung-north,Dingjung North,Rima Mancho,27.98777777777778,86.51694444444445,6249.0,20479.0,Opened,16/05/2023,"Peter Boultbee,Dennis Davis",,Province 1,Solukhumbu/NC,Khumbu Pasang Lhamu/NC,Gaurishankar,Sp 4000 (NRs),Sp 250 (USD)
DINR,https://nepalhimalpeakprofile.org/dingjung-ri,Dingjung Ri,,27.974444444444444,86.52277777777778,6249.0,20246.0,Opened,15/03/2023,"Kenro Nakajima,Hiroki Yamamoto",,Province 1,Solukhumbu/NC,Khumbu Pasang Lhamu/NC,Mahalangur,Spring 4000 (NRs),Spring 250 (USD)
